problem_id,problem_title,problem_url,difficulty_rating,pair_number,bug_category,bug_category_name,bug_description,correct_submission_id,buggy_submission_id,buggy_tests_passed
2184E,Exquisite Array,https://codeforces.com/contest/2184/problem/E,1800,25,T4,Wrong Conditional Logic,"The buggy solution incorrectly uses a while loop checking for equality instead of a condition that includes the bounds of the problem, leading to incorrect results for different values of k.",370297330,370297236,3
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,1,T7,Corner Case Omission,"The buggy solution incorrectly computes pairs (p, q) by manipulating bits instead of ensuring that p & q = 0. This results in invalid pairs that fail to minimize the distance as required, leading to a wrong answer.",372683623,372682882,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,2,T5,Greedy / Algorithmic Flaw,"The buggy solution has logical errors in the calculations of `new_p` and `new_q`, particularly with how it handles the bitwise operations, which leads to incorrect results for minimizing the distance while satisfying the AND condition.",372636918,372635799,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,3,T4,Wrong Conditional Logic,"The buggy solution has incorrect conditional logic in how it determines the values of p and q based on the bits of x and y, leading to suboptimal pairs that do not minimize the cost function |x-p| + |y-q| correctly.",372459773,372459740,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,4,T4,Wrong Conditional Logic,"The buggy solution has flawed conditional logic, particularly in how it checks conditions for outputting possible values for p and q. The method to select which pair to output does not adequately handle all cases that should be covered, leading to incorrect outputs.",371656919,371631147,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,5,T7,Corner Case Omission,"The buggy solution contains a greedy algorithmic flaw that fails to consider all valid combinations of `p` and `q` such that `p & q = 0`, leading to incorrect results for some test cases by prematurely choosing a suboptimal solution.",371817324,370870870,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,6,T4,Wrong Conditional Logic,"The buggy solution contains a wrong conditional logic in the inner loop where it attempts to generate values for Q by using 'b + (1 << i)' instead of 'b + (1 << j)', leading to incorrect values being calculated for Q.",371734870,371734698,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,7,T7,Corner Case Omission,"The buggy solution does not correctly ensure that p and q satisfy the condition p & q = 0, leading to incorrect outputs for certain pairs of (x, y). The algorithmic logic is flawed in computing valid pairs based on the problem requirements.",371512052,371509042,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,8,T4,Wrong Conditional Logic,"The buggy solution contains incorrect conditional logic in certain checks, leading to cases where it does not properly evaluate the optimal values for p and q, specifically within the loops handling bitwise operations.",371472195,371461303,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,9,T7,Corner Case Omission,"The buggy solution incorrectly attempts to derive valid pairs (p, q) but fails to follow a correct greedy approach that minimizes the Manhattan distance while ensuring that p AND q equals 0, leading to incorrect output for certain test cases.",371257694,370468318,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,10,T5,Greedy / Algorithmic Flaw,The buggy solution uses incorrect logic in its greedy approach to determine values of p and q. It fails to correctly account for certain bit patterns leading to suboptimal choices that do not yield the minimum distance.,371091865,371089866,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,11,T5,Greedy / Algorithmic Flaw,"The buggy solution contains a flawed algorithm in the `test` function, leading to incorrect calculations of the optimal values for `p` and `q`. This flaw results in not ensuring the conditions for minimizing the expression are upheld correctly.",370709621,370620390,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,12,T7,Corner Case Omission,"The buggy solution improperly initializes the variable `q` without a certainty that it meets the required condition, leading to incorrect values being computed and returned. The conditional logic to set `q` based on the bitwise condition may not correctly find a suitable `q` that satisfies `p & q = 0`.",370694505,370691822,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,13,T4,Wrong Conditional Logic,"The buggy solution incorrectly determines the pairs (p, q) based on wrong conditional logic when checking for the minimized absolute differences, leading to incorrect outputs for certain test cases.",370618790,370618456,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,14,T2,Modular Arithmetic Error,"The buggy solution incorrectly modifies the logic in the 'tryi' function by trying all combinations of 'a' and 'b' without specifying the correct minimization strategy, leading to output pairs that do not yield the minimal distance as intended.",370617888,370617551,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,15,T7,Corner Case Omission,"The logic used to determine the values of p and q in the buggy solution does not correctly minimize |x-p| + |y-q| while ensuring p & q = 0, leading to a flawed greedy approach that gives incorrect outputs.",370469889,370469536,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,16,T7,Corner Case Omission,"The buggy solution has an algorithmic flaw in the way it calculates the values of p and q. It incorrectly computes the potential candidates for p and q leading to wrong outputs, violating the requirement that p & q must equal 0.",370262467,370259146,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,17,T4,Wrong Conditional Logic,"The buggy solution incorrectly updates the indices for the preservation of previous states, leading to potential incorrect states being accessed during the final reconstruction of p and q. Specifically, it uses curp and curq when accessing pres without correctly updating them for each iteration, which can cause wrong conditional logic.",370090550,370089991,2
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,18,T5,Greedy / Algorithmic Flaw,"The buggy solution has incorrect logic in the calculation of `res2`, particularly the handling of the condition where `c1` and `c2` are both false. This results in suboptimal pairs being computed, leading to an incorrect minimum distance calculation.",370015617,370003005,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,19,T4,Wrong Conditional Logic,"The buggy solution incorrectly invokes the `set1` function with the parameters `(x, y, i)` instead of the correct `(y, nx, i)` in one instance, leading to incorrect calculations for some test cases.",369998285,369998117,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,20,T7,Corner Case Omission,"The buggy solution always outputs 'y' as the second value in the pair (p, q) without considering the requirement that p & q must equal 0, leading to incorrect pairs and a wrong answer.",369922285,369921729,1
2187B,Shortest Statement Ever,https://codeforces.com/contest/2187/problem/B,1800,21,T7,Corner Case Omission,"The buggy solution has incorrect logic for adjusting the values of p and q based on the bits of x and y. This leads to cases where the resulting p and q do not satisfy the condition p & q = 0, hence resulting in a wrong answer.",369852103,369850689,1
